Feature ID,Feature Name,Surface,User Story,Expected Behaviour,Edge Cases,Validation Rules,Dependencies,Assumptions,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
F-AI-011,Auto-grow status / preview,GET /api/auto-grow,"As an operator, I want to preview corpus stats, API health, and available modes, so that I know what an auto-grow run would do before triggering it.","Counts Theme, Verse, Source, Evidence rows; runs checkApiHealth; returns { stats, apiHealth, modes:['themes','verses','film-topics','all'], description } (auto-grow/route.ts:251-264).",Empty DB -> all counts 0 | API down -> apiHealth.ok false with error | DB failure -> unhandled (no try/catch),No input | NOTE: no auth; checkApiHealth performs a real billable LLM ping (max_tokens:1),"DB models Theme, Verse, Source, Evidence | @/lib/zai-api checkApiHealth | env ZAI_*",A health ping per status request is acceptable,"4 (TC-F-AI-011-1, TC-F-AI-011-2, TC-F-AI-011-3, TC-F-AI-011-4)",Static review — defect(s) open,1,low,src/app/api/auto-grow/route.ts:251 | src/app/api/auto-grow/route.ts:257,2026-06-26
F-AI-012,Root API hello-world,GET /api,"As a developer, I want a trivial health/hello endpoint, so that I can confirm the API route layer responds.","Returns { message: 'Hello, world!' } as JSON (api/route.ts:3-5).",No parameters; always returns the same payload,No input,next/server NextResponse,Placeholder/scaffold endpoint,"2 (TC-F-AI-012-1, TC-F-AI-012-2)",Reviewed — no open defects,0,,src/app/api/route.ts:3,2026-06-26
F-AI-013,Z.ai web search with free fallback (lib),"lib webSearch(query, num=8)","As an API consumer, I want a web-search function that uses Z.ai web-search-pro and gracefully falls back to curated sources when the account has no balance, so that scraping still returns something usable.","POSTs to `${BASE_URL}/tools` with tool 'web-search-pro', request_id 'ws-<ts>' sliced to 30 chars, stream false (zai-api.ts:36-51). If res.ok, parses via parseToolResults (handles choices content array/text/string, data.data, data.results, raw array) and returns up to num if non-empty (zai-api.ts:52-56, 80-113). If error body contains '1113'/'Insufficient balance', falls through to free fallback; otherwise throws an Error with status+body (zai-api.ts:57-63). Catch: rethrows unless message includes 'Insufficient balance' (zai-api.ts:64-70). Free fallback matches query substrings against CURATED_SOURCES keys, else returns up to num general scholarly sources (zai-api.ts:298-341).",API returns ok but unparseable shape -> results empty -> falls through to fallback | request_id truncated to 30 chars (may collide for rapid calls) | non-balance HTTP error -> thrown to caller | query contains multiple curated keys -> sources from all matching keys concatenated | no curated match -> 4 general sources (sliced to num),query passed straight to API/fallback (no validation) | num used in slice; not validated | NOTE: API_KEY has a hardcoded default literal (zai-api.ts:4),"env ZAI_API_KEY, ZAI_BASE_URL, ZAI_MODEL | global fetch | CURATED_SOURCES map",Z.ai /tools response matches one of the parsed shapes | 'Insufficient balance' / '1113' reliably appears in error bodies | Curated fallback URLs remain valid,"7 (TC-F-AI-013-1, TC-F-AI-013-2, TC-F-AI-013-3, TC-F-AI-013-4, TC-F-AI-013-5, TC-F-AI-013-6, TC-F-AI-013-7)",Static review — defect(s) open,1,low,src/lib/zai-api.ts:34 | src/lib/zai-api.ts:52 | src/lib/zai-api.ts:57 | src/lib/zai-api.ts:80 | src/lib/zai-api.ts:298,2026-06-26
F-AI-014,Z.ai tool-result parser (lib),"lib parseToolResults(data, query) / parseSearchFromText(text)","As the web-search layer, I want to normalize the varied Z.ai /tools response shapes into SearchResult[], so that downstream code has a consistent structure.","Inspects data.choices[0].message.content: if array, iterates parts — text parts parsed via parseSearchFromText (URL regex), web_search_result parts mapped to SearchResult (zai-api.ts:82-103); if string, parseSearchFromText (zai-api.ts:104-106). Else falls back to data.data / data.results / raw array if they are arrays (zai-api.ts:108-112). parseSearchFromText extracts unique http(s) URLs via regex, returns up to 8 with empty snippets and host_name derived from URL (zai-api.ts:115-127).",content array with no recognized parts -> returns [] -> caller falls to fallback | text with no URLs -> [] results | data.data already in SearchResult-ish shape returned raw (not normalized) | malformed URL in web_search_result -> host_name '' via try/catch,NOTE: data.data/data.results returned without field normalization | Regex-based URL extraction may capture trailing punctuation excluded by char class,URL constructor | regex,Z.ai content is one of the handled shapes | URLs in text are valid search results,"5 (TC-F-AI-014-1, TC-F-AI-014-2, TC-F-AI-014-3, TC-F-AI-014-4, TC-F-AI-014-5)",Static review — defect(s) open,1,low,src/lib/zai-api.ts:80 | src/lib/zai-api.ts:91 | src/lib/zai-api.ts:115,2026-06-26
F-AI-015,Z.ai page reader with direct-fetch fallback (lib),lib pageReader(url) / directFetchPage(url),"As the scraping layer, I want to read a page's HTML via Z.ai extract-reader and fall back to direct fetch when the API is unavailable, so that I can extract content without API credits.","POSTs to /tools with tool 'extract-reader', message content = url (zai-api.ts:135-149). If res.ok and choices content present, returns a PageReadResult wrapping the content as html (stringified if not a string) (zai-api.ts:150-165); if data.data.html present returns data (zai-api.ts:166). Any throw or non-ok falls through to directFetchPage (zai-api.ts:168-173). directFetchPage GETs the URL with a bot User-Agent and 15s AbortSignal timeout; if !res.ok returns null; else returns html + extracted title + publishedTime (zai-api.ts:180-207). Errors return null (zai-api.ts:204-206).",API ok but no content and no data.html -> falls to direct fetch | direct fetch non-2xx -> null | fetch timeout (15s) -> AbortError -> null | title/publishedTime regex no match -> '' / undefined | non-string content stringified into html field (may not be real HTML),"url passed directly to fetch — NOTE no allowlist/SSRF guard | NOTE: content slice/limits applied by callers, not here",env ZAI_API_KEY/BASE_URL/MODEL | global fetch | AbortSignal.timeout,extract-reader returns usable content | target URL is publicly fetchable | 15s is enough,"6 (TC-F-AI-015-1, TC-F-AI-015-2, TC-F-AI-015-3, TC-F-AI-015-4, TC-F-AI-015-5, TC-F-AI-015-6)",Static review — defect(s) open,1,medium,src/lib/zai-api.ts:132 | src/lib/zai-api.ts:152 | src/lib/zai-api.ts:180 | src/lib/zai-api.ts:209,2026-06-26
F-AI-016,Z.ai API health check (lib),lib checkApiHealth(),"As the auto-grow flow, I want to verify the Z.ai API is reachable and funded before a long run, so that I can warn/fall back appropriately.","POSTs a 1-token 'ping' chat/completions request (zai-api.ts:224-236). If res.ok -> {ok:true, model} (zai-api.ts:237). Else parses JSON: error.code '1113' -> insufficient balance message; '1211' -> model not recognized; otherwise error.message or HTTP status (zai-api.ts:238-245). On thrown error -> {ok:false, error:e.message, model} (zai-api.ts:246-248).","res not ok but body not JSON -> res.json() throws -> caught -> {ok:false, error} | error.code numeric vs string mismatch (compares to '1113' string) | network error -> caught with e.message | successful ping consumes a (small) billable request",No input | Compares error.code to string literals '1113'/'1211',env ZAI_API_KEY/BASE_URL/MODEL | global fetch,error.code is a string | max_tokens:1 ping is representative of full availability,"5 (TC-F-AI-016-1, TC-F-AI-016-2, TC-F-AI-016-3, TC-F-AI-016-4, TC-F-AI-016-5)",Static review — defect(s) open,1,low,src/lib/zai-api.ts:223 | src/lib/zai-api.ts:238 | src/lib/zai-api.ts:242,2026-06-26
F-ST-001,List all books with chapters,GET /api/scripture,"As a Bible study reader, I want to list all books in the canon with their chapters, so that I can navigate the scripture corpus.","When no 'book' query param is supplied, queries db.book.findMany ordered by 'order' ascending, including each book's chapters ordered by 'number' ascending, and returns { books } as JSON.",Empty corpus returns { books: [] } | Books with no chapters return an empty chapters array | A 'chapter' param with no 'book' param is ignored — listing branch is taken first,No input validation; absence of 'book' param triggers the full-list branch,"Prisma models: Book, Chapter | @/lib/db | DATABASE_URL env (sqlite datasource)",Book.order is populated for meaningful ordering | Returning all books and all chapters in one response is acceptable payload size,"5 (TC-F-ST-001-1, TC-F-ST-001-2, TC-F-ST-001-3, TC-F-ST-001-4, TC-F-ST-001-5)",Executed (runtime) — happy path PASS,0,,src/app/api/scripture/route.ts:7 | src/app/api/scripture/route.ts:13 | src/app/api/scripture/route.ts:14 | src/app/api/scripture/route.ts:20,2026-06-26
F-ST-002,Fetch a chapter's verses with themes,GET /api/scripture?book=<slug>&chapter=<num>,"As a reader, I want to open a specific book and chapter and read its verses with their theme tags, so that I can study a passage in depth.","Looks up book by slug (findUnique, include chapters ordered by number asc). If book not found returns 404. Determines targetChapter from the 'chapter' param via parseInt(base 10) or falls back to book.chapters[0]?.number. If no targetChapter, returns { book, chapter: null, verses: [] }. Finds the chapter via findFirst by bookId+number; if not found returns { book, chapter: null, verses: [] }. Loads verses for that chapter ordered by verseNum asc, including themeLinks→theme. Returns book, chapter, and a mapped verses array with id, verseNum, text, geezText, ref (`${book.slug} ${chapter.number}:${verseNum}`), and themes (slug, name, weight).","chapter param is non-numeric → parseInt returns NaN → findFirst with number: NaN finds no chapter → returns chapter: null, verses: [] | Book exists but has no chapters and no chapter param → book.chapters[0]?.number is undefined → targetChapter falsy → returns chapter: null | chapter=0 → parseInt yields 0 which is falsy → falls back to first chapter number (subtle: chapter '0' is treated as no chapter) | Verse with null geezText returned as null | Verse with no themeLinks returns themes: []",Book must exist (slug unique) else 404 | chapter param parsed with parseInt base 10; no explicit numeric validation,"Prisma models: Book, Chapter, Verse, VerseTheme, Theme | @/lib/db",Book.slug is unique (schema confirms @unique) | A valid chapter number is always > 0 (chapter 0 would be mishandled by falsy check),"6 (TC-F-ST-002-1, TC-F-ST-002-2, TC-F-ST-002-3, TC-F-ST-002-4, TC-F-ST-002-5, TC-F-ST-002-6)",Executed (runtime) — happy path PASS,1,low,src/app/api/scripture/route.ts:23 | src/app/api/scripture/route.ts:27 | src/app/api/scripture/route.ts:31 | src/app/api/scripture/route.ts:36 | src/app/api/scripture/route.ts:43 | src/app/api/scripture/route.ts:52,2026-06-26
F-ST-003,LIKE-based full-text search,GET /api/search?q=<query>,"As a reader, I want to search verses, sources, and evidence by keyword, so that I can find relevant study material across the corpus.","Trims q; if missing or length < 2 returns 400 { error: 'Query too short' }. Runs db.verse.findMany with text contains q (take 30, include book+chapter). Runs db.source.findMany with OR over title/summary/content contains q (take 20). Runs db.evidence.findMany with OR over claim/corroboration/notes contains q (take 20, include source). Returns q plus mapped verses (id, ref, book, chapterNum, verseNum, text), sources (id, url, title, domain, category, credibility, summary), and evidence (id, scriptureRef, claim, corroboration, alignment, confidence, nested source or null).",q with leading/trailing whitespace is trimmed before length check | q exactly length 2 is allowed (boundary) | q of length 1 or empty returns 400 | SQLite 'contains' is case-sensitivity dependent on collation; default LIKE behavior applies | Special characters in q are passed literally to Prisma contains (no wildcards interpreted by Prisma's contains) | Evidence with null source field returns source: null,"q required and trimmed length >= 2, else 400","Prisma models: Verse, Book, Chapter, Source, Evidence | @/lib/db",Result caps (30/20/20) are acceptable; no pagination offered | LIKE substring matching is sufficient (no relevance ranking),"6 (TC-F-ST-003-1, TC-F-ST-003-2, TC-F-ST-003-3, TC-F-ST-003-4, TC-F-ST-003-5, TC-F-ST-003-6)",Reviewed — no open defects,0,,src/app/api/search/route.ts:9 | src/app/api/search/route.ts:10 | src/app/api/search/route.ts:15 | src/app/api/search/route.ts:21 | src/app/api/search/route.ts:32 | src/app/api/search/route.ts:44,2026-06-26
F-ST-004,FTS5 full-text search,GET /api/fts?q=<query>&limit=<n>,"As a reader, I want fast full-text search with highlighted snippets across verses, sources, and evidence, so that I can quickly locate and preview matching passages.","Trims q; parses limit param (parseInt base 10, default 20). If q missing or length < 2 returns 400. Builds ftsQuery by splitting q on whitespace, wrapping each token in double quotes with inner quotes doubled (`""""`), joined by spaces. Runs three raw queries via db.$queryRawUnsafe against FTS5 virtual tables verses_fts/sources_fts/evidence_fts, each JOINed to base table by rowid and MATCH ftsQuery, producing snippet() highlights. Verse query uses LIMIT = limit; source and evidence queries use LIMIT = Math.min(limit, 10). Each block is wrapped in try/catch that logs and leaves the array empty on error. Verse rows get rank = -index (negative array index, not bm25). Returns q plus mapped verses (id, ref, book, bookGeezName, text, highlight, rank), sources (id, url, title, domain, category, credibilityTier, credibility, summaryHighlight), and evidence (id, scriptureRef, claim, corroboration, alignment, confidence, reviewState, blindspot coerced to boolean, claimHighlight, corrobHighlight).","limit non-numeric → parseInt → NaN → SQL `LIMIT NaN`; behavior depends on SQLite binding of NaN | limit negative or 0 passed straight to LIMIT | FTS query with only special characters could still be wrapped in quotes and may error in MATCH (caught, returns empty arrays) | Multi-word query joined with spaces (FTS5 implicit AND), contradicting the code comment that says 'use OR for multi-word' | blindspot returned as 1/0 from SQLite is coerced to boolean | If FTS virtual tables don't exist, each query throws and is swallowed → all arrays empty (silent failure, 200 with empty results)","q required, trimmed length >= 2 else 400 | limit defaults to 20; no min/max/NaN validation","FTS5 virtual tables: verses_fts, sources_fts, evidence_fts (must exist & be populated) | Base tables Verse, Book, Source, Evidence mapped by rowid | db.$queryRawUnsafe (raw SQL) | @/lib/db","verses_fts.rowid maps to Verse.rowid, etc. (FTS external-content or rowid alignment assumed) | Verse has bookId, chapterNum, verseNum columns directly (used in raw SQL) | Quoting each token is adequate to neutralize FTS5 operators","7 (TC-F-ST-004-1, TC-F-ST-004-2, TC-F-ST-004-3, TC-F-ST-004-4, TC-F-ST-004-5, TC-F-ST-004-6, TC-F-ST-004-7)",Executed (runtime) — happy path PASS,3,medium,src/app/api/fts/route.ts:9 | src/app/api/fts/route.ts:10 | src/app/api/fts/route.ts:17 | src/app/api/fts/route.ts:22 | src/app/api/fts/route.ts:35 | src/app/api/fts/route.ts:52 | src/app/api/fts/route.ts:108,2026-06-26
F-ST-005,Glossary list and single-term lookup,GET /api/glossary?term=<term>,"As a reader, I want to browse all glossary entries or look up a single term, so that I can understand specialized vocabulary in the texts.","If 'term' param present, db.glossaryEntry.findUnique by term; if not found returns 404 { error: 'Term not found' }, else returns { entry }. If no 'term' param, db.glossaryEntry.findMany ordered by term asc and returns { entries }.",term is case-sensitive exact match on the unique 'term' field | Empty term string ('term=') is falsy-ish only if empty; an empty string is falsy in JS so it falls through to the list branch | Unknown term returns 404,No length/content validation; presence of non-empty 'term' selects lookup branch,Prisma model: GlossaryEntry (term @unique) | @/lib/db,Lookups use the exact term string as the unique key (no normalization),"5 (TC-F-ST-005-1, TC-F-ST-005-2, TC-F-ST-005-3, TC-F-ST-005-4, TC-F-ST-005-5)",Executed (runtime) — happy path PASS,0,,src/app/api/glossary/route.ts:9 | src/app/api/glossary/route.ts:11 | src/app/api/glossary/route.ts:13 | src/app/api/glossary/route.ts:17,2026-06-26
F-ST-006,Themes list and verses-by-theme,GET /api/themes?slug=<slug>,"As a reader, I want to browse all themes with verse counts or open one theme to see its linked verses, so that I can study scripture by topic.","If no 'slug' param: db.theme.findMany ordered by name asc, including verseLinks→verse→book, returns themes mapped to id, slug, name, category, description, verseCount (verseLinks.length). If 'slug' present: db.theme.findUnique by slug including verseLinks→verse→book+chapter; if not found returns 404 { error: 'Theme not found' }; else returns theme (id, slug, name, category, description) and verses (mapped from verseLinks: id, ref, book, chapterNum, verseNum, text, weight).",Theme with no verseLinks → verseCount 0 / verses [] | Unknown slug → 404 | Listing loads ALL verseLinks for ALL themes just to count them (potential heavy include),No input validation; presence of slug selects single-theme branch,"Prisma models: Theme, VerseTheme, Verse, Book, Chapter | @/lib/db",Theme.slug is unique (schema confirms) | verseLinks include is small enough to load fully for counting,"5 (TC-F-ST-006-1, TC-F-ST-006-2, TC-F-ST-006-3, TC-F-ST-006-4, TC-F-ST-006-5)",Executed (runtime) — happy path PASS,1,low,src/app/api/themes/route.ts:9 | src/app/api/themes/route.ts:11 | src/app/api/themes/route.ts:25 | src/app/api/themes/route.ts:30 | src/app/api/themes/route.ts:45 | src/app/api/themes/route.ts:57,2026-06-26
F-ST-007,Cross-references: all and by-ref,GET /api/cross-refs?ref=<ref>,"As a reader, I want to fetch all cross-references or the incoming/outgoing links for a specific scripture reference, so that I can trace connections between passages.","If 'ref' param present: db.crossReference.findMany where sourceRef = ref (outgoing) ordered by confidence desc, and a second findMany where targetRef = ref (incoming) ordered by confidence desc; returns { ref, outgoing, incoming }. If no 'ref': db.crossReference.findMany ordered by confidence desc, returns { crossReferences }.","ref with no matches returns { ref, outgoing: [], incoming: [] } | Empty ref string ('ref=') is falsy → returns all cross-references | ref matching is exact-string on sourceRef/targetRef",No validation; presence of non-empty ref selects the filtered branch,Prisma model: CrossReference (indexed on sourceRef and targetRef) | @/lib/db,Ref strings are normalized consistently between caller and stored sourceRef/targetRef,"5 (TC-F-ST-007-1, TC-F-ST-007-2, TC-F-ST-007-3, TC-F-ST-007-4, TC-F-ST-007-5)",Executed (runtime) — happy path PASS,0,,src/app/api/cross-refs/route.ts:9 | src/app/api/cross-refs/route.ts:11 | src/app/api/cross-refs/route.ts:16 | src/app/api/cross-refs/route.ts:23,2026-06-26
F-ST-008,"Daily insight (rotated + cached, with on-the-fly generation)",GET /api/daily-insight,"As a daily reader, I want a single rotating insight for today with a passage, parallels, and a reflection, so that I have a consistent daily devotional.","Computes 'today' at local midnight (setHours 0,0,0,0). Looks up db.dailyInsight.findUnique by date=today; if found returns it. Otherwise loads up to 200 verses (include book, chapter, themeLinks→theme); if none returns 500 { error: 'No verses in corpus' }. Computes dayOfYear = floor((today - Dec-31-prev-year)/86400000) and picks verse = verses[dayOfYear % verses.length]. Builds ref. Finds up to 3 cross-references where sourceRef or targetRef = ref ordered by confidence desc. Maps parallels to {ref (the other side), note}. lifeTheme = first theme name or 'Wisdom'. Builds a templated reflection string. Creates a DailyInsight row (date, scriptureRef, scriptureText, themeSlug = first theme slug, parallels JSON-stringified, reflection, lifeTheme, reviewState 'draft') and returns { insight }.","First request of the day creates and persists the insight; subsequent requests return cached row | Empty corpus → 500 | Verse selection only considers the first 200 verses (take: 200), so most of the corpus can never be selected | dayOfYear uses new Date(year,0,0) (Dec 31 of previous year) as epoch; selection is deterministic per calendar day | Server timezone affects 'today' midnight and thus which day's row is created | Concurrent first-of-day requests could both attempt create → unique(date) constraint violation on the second | Verse with no themes → themeSlug undefined, lifeTheme 'Wisdom', reflection references 'the sacred'",No request input; corpus must be non-empty else 500,"Prisma models: DailyInsight (date @unique), Verse, Book, Chapter, VerseTheme, Theme, CrossReference | @/lib/db | Server local timezone (Date midnight + day-of-year math)",Daily rotation across only the first 200 verses is intentional/acceptable | Single-process or low-concurrency so the find-then-create race is unlikely,"6 (TC-F-ST-008-1, TC-F-ST-008-2, TC-F-ST-008-3, TC-F-ST-008-4, TC-F-ST-008-5, TC-F-ST-008-6)",Executed (runtime) — happy path PASS,2,low,src/app/api/daily-insight/route.ts:8 | src/app/api/daily-insight/route.ts:12 | src/app/api/daily-insight/route.ts:18 | src/app/api/daily-insight/route.ts:26 | src/app/api/daily-insight/route.ts:31 | src/app/api/daily-insight/route.ts:52,2026-06-26
F-ST-009,Study plans list and detail,GET /api/study-plans?slug=<slug>,"As a learner, I want to list available study plans or open one with its ordered daily items, so that I can follow a structured reading program.","If 'slug' present: db.studyPlan.findUnique by slug including items ordered by day asc; if not found returns 404 { error: 'Study plan not found' }, else returns { plan }. If no 'slug': db.studyPlan.findMany ordered by title asc including _count.items, returns { plans }.",Plan with no items returns items: [] | Unknown slug → 404 | Empty slug string falls through to list branch (empty string falsy),No input validation; presence of non-empty slug selects detail branch,"Prisma models: StudyPlan (slug @unique), StudyPlanItem | @/lib/db",StudyPlanItem.day populated for ordering,"5 (TC-F-ST-009-1, TC-F-ST-009-2, TC-F-ST-009-3, TC-F-ST-009-4, TC-F-ST-009-5)",Executed (runtime) — happy path PASS,0,,src/app/api/study-plans/route.ts:9 | src/app/api/study-plans/route.ts:11 | src/app/api/study-plans/route.ts:16 | src/app/api/study-plans/route.ts:20,2026-06-26
F-ST-010,List flashcards (with deck filter and due filter),GET /api/flashcards?deck=<slug>&due=1,"As a learner, I want to list my flashcards, optionally filtered to a deck and to cards due now, so that I can run a review session.","Reads 'deck' and due=='1'. Builds a where object: deckSlug = deck if deck present; dueDate <= now if dueOnly. Runs db.flashcard.findMany with where, ordered by dueDate asc, take 100. Returns { cards }.",No params returns up to 100 cards across all decks ordered by dueDate asc | due=0 or due absent → no due filter (only due=='1' enables it) | deck not matching any card → empty list | More than 100 due cards → only first 100 returned (no pagination),due filter only when param strictly equals '1' | deck used verbatim as deckSlug equality,Prisma model: Flashcard (indexed on deckSlug and dueDate) | @/lib/db,100-card cap is acceptable for a review session,"6 (TC-F-ST-010-1, TC-F-ST-010-2, TC-F-ST-010-3, TC-F-ST-010-4, TC-F-ST-010-5, TC-F-ST-010-6)",Reviewed — no open defects,0,,src/app/api/flashcards/route.ts:9 | src/app/api/flashcards/route.ts:14 | src/app/api/flashcards/route.ts:18 | src/app/api/flashcards/route.ts:23,2026-06-26
F-ST-011,Auto-generate flashcards from a chapter via AI,POST /api/flashcards,"As a learner, I want to auto-generate spaced-repetition flashcards from a book chapter using AI, so that I can study a passage without writing cards by hand.","Parses JSON body { bookSlug, chapterNum, count=8 }. Finds book by slug (404 if missing). Finds chapter by bookId+number including verses ordered by verseNum (404 if missing). Builds versesText. Calls ZAI.create() then zai.chat.completions.create with a system prompt requesting `count` flashcards as a JSON array (model glm-4.5). On API error containing '1113'/'Insufficient balance'/'429' returns 503 with a balance message; other API errors rethrow. Extracts the first [...] JSON array via regex from the AI content (default '[]'); on parse failure returns 500 { error: 'Failed to parse AI response', raw }. Iterates cards.slice(0, count), skipping any missing front or back, creating Flashcard rows (deckSlug `${bookSlug}-${chapterNum}`, front, back, scriptureRef or fallback `${bookSlug} ${chapterNum}:*`, dueDate now). Returns { generated: created.length, cards: created }.","Missing bookSlug/chapterNum in body → book lookup with undefined slug → likely 404, or Prisma error | chapterNum sent as string vs number affects findFirst match (schema number is Int) | AI returns prose without a JSON array → match null → cards = [] → generated 0 | AI returns malformed JSON inside brackets → JSON.parse throws → 500 with raw | count larger than returned cards → fewer created; cards beyond count sliced off | Cards missing front or back silently skipped | Insufficient-balance / 429 errors mapped to 503; all other ZAI errors rethrow (uncaught → 500) | No auth — any caller can trigger paid AI generation and writes",book and chapter must exist (404 otherwise) | Each generated card requires non-empty front and back | Only first `count` cards persisted (slice),"z-ai-web-dev-sdk (ZAI.create, model glm-4.5) | Prisma models: Book, Chapter, Verse, Flashcard | @/lib/db | Z.ai account balance / API connectivity | maxDuration 60s","Request body is valid JSON with bookSlug and numeric chapterNum | AI returns parseable JSON array of {front, back, scriptureRef} | No authentication required to generate cards","7 (TC-F-ST-011-1, TC-F-ST-011-2, TC-F-ST-011-3, TC-F-ST-011-4, TC-F-ST-011-5, TC-F-ST-011-6, TC-F-ST-011-7)",Static review — defect(s) open,3,medium,src/app/api/flashcards/route.ts:27 | src/app/api/flashcards/route.ts:31 | src/app/api/flashcards/route.ts:42 | src/app/api/flashcards/route.ts:65 | src/app/api/flashcards/route.ts:79 | src/app/api/flashcards/route.ts:87 | src/app/api/flashcards/route.ts:98,2026-06-26
F-ST-012,Review a flashcard (SM-2 spaced repetition),PATCH /api/flashcards,"As a learner, I want to grade a flashcard 0-5 and have its next due date scheduled by the SM-2 algorithm, so that I review material at optimal intervals.","Parses { id, quality }. Validates id present and quality is a number in [0,5] else 400. Finds card by id (404 if missing). Applies SM-2: destructures easeFactor, interval, repetitions from the card. If quality < 3: repetitions=0, interval=1. Else: repetitions+=1; if repetitions===1 interval=1; else if ===2 interval=6; else interval=round(interval*easeFactor) using the PRE-update easeFactor. Then recomputes easeFactor = max(1.3, easeFactor + (0.1 - (5-quality)*(0.08 + (5-quality)*0.02))). Sets dueDate = now + interval days. Updates the card (easeFactor, interval, repetitions, dueDate, lastReviewed=now) and returns { card: updated }.","quality exactly 0 or 5 are valid boundaries | quality 2.5 (non-integer) passes the number+range check and is used directly in EF math | quality < 3 resets repetitions and interval to 1 (lapse) but EF still adjusted downward | interval grows by round(interval*EF) only after repetitions >= 3 | EF floored at 1.3 | Quality outside 0-5 or non-number → 400 | Missing id → 400; unknown id → 404 | dueDate computed via setDate(getDate()+interval), month/year rollover handled by Date",id required (truthy) | quality must be typeof number and 0 <= quality <= 5 | EF lower bound enforced at 1.3,"Prisma model: Flashcard (SM-2 fields easeFactor, interval, repetitions, dueDate, lastReviewed) | @/lib/db",quality is intended to be an integer 0-5 though non-integers are not rejected | interval uses the easeFactor value from before this review (standard SM-2 ordering),"7 (TC-F-ST-012-1, TC-F-ST-012-2, TC-F-ST-012-3, TC-F-ST-012-4, TC-F-ST-012-5, TC-F-ST-012-6, TC-F-ST-012-7)",Reviewed — no open defects,0,,src/app/api/flashcards/route.ts:105 | src/app/api/flashcards/route.ts:109 | src/app/api/flashcards/route.ts:117 | src/app/api/flashcards/route.ts:118 | src/app/api/flashcards/route.ts:125 | src/app/api/flashcards/route.ts:127 | src/app/api/flashcards/route.ts:132,2026-06-26
F-ST-013,Delete a flashcard,DELETE /api/flashcards?id=<id>,"As a learner, I want to delete a flashcard by id, so that I can remove cards I no longer want to study.",Reads 'id' from query string. If missing returns 400 { error: 'id required' }. Otherwise db.flashcard.delete where id and returns { ok: true }.,Missing id → 400 | Unknown id → Prisma delete throws RecordNotFound (P2025) → unhandled → 500 | No auth — any caller can delete any card,id required else 400,Prisma model: Flashcard | @/lib/db,Caller passes an existing id (no not-found handling),"4 (TC-F-ST-013-1, TC-F-ST-013-2, TC-F-ST-013-3, TC-F-ST-013-4)",Static review — defect(s) open,1,low,src/app/api/flashcards/route.ts:146 | src/app/api/flashcards/route.ts:149 | src/app/api/flashcards/route.ts:150,2026-06-26
F-ST-014,List notes (all or by scripture ref),GET /api/notes?ref=<ref>,"As a reader, I want to list my notes, optionally filtered to a scripture reference, so that I can review my annotations.","If 'ref' param present: db.note.findMany where scriptureRef=ref ordered by createdAt desc, returns { ref, notes }. Else db.note.findMany ordered by createdAt desc, take 200, returns { notes }.","ref with no notes returns { ref, notes: [] } | Unfiltered list capped at 200 notes (no pagination) | Empty ref string falls through to unfiltered list (empty string falsy)",No validation; presence of non-empty ref selects filtered branch,Prisma model: Note | @/lib/db,200-note cap acceptable for the unfiltered list,"5 (TC-F-ST-014-1, TC-F-ST-014-2, TC-F-ST-014-3, TC-F-ST-014-4, TC-F-ST-014-5)",Reviewed — no open defects,0,,src/app/api/notes/route.ts:9 | src/app/api/notes/route.ts:10 | src/app/api/notes/route.ts:17,2026-06-26
F-ST-015,Create a note,POST /api/notes,"As a reader, I want to create a note with a title and content (optionally tied to a scripture ref, theme, and tags), so that I can record my study reflections.","Parses JSON body { title, content, scriptureRef?, themeSlug?, tags? }. If title or content missing returns 400 { error: 'title and content required' }. Creates a Note with the provided fields and returns { note }.",Missing title or content → 400 | Empty-string title or content → 400 (falsy) | Optional fields omitted → stored as undefined/null | No length limits on title/content/tags | No auth — any caller can create notes,title and content both required (truthy) else 400,Prisma model: Note | @/lib/db,Body is valid JSON | tags is a delimited string per schema convention (free-form),"6 (TC-F-ST-015-1, TC-F-ST-015-2, TC-F-ST-015-3, TC-F-ST-015-4, TC-F-ST-015-5, TC-F-ST-015-6)",Reviewed — no open defects,0,,src/app/api/notes/route.ts:21 | src/app/api/notes/route.ts:23 | src/app/api/notes/route.ts:30 | src/app/api/notes/route.ts:33,2026-06-26
F-ST-016,Update a note,PATCH /api/notes,"As a reader, I want to edit a note's title, content, or tags, so that I can keep my annotations current.","Parses JSON body { id, title?, content?, tags? }. If id missing returns 400. Builds a partial update: title only if truthy, content only if truthy, tags whenever tags !== undefined (so tags can be cleared to empty string). Updates the note by id and returns { note }.",Missing id → 400 | Empty-string title or content is ignored (falsy guard) — cannot blank out title/content | tags: '' explicitly clears tags (uses !== undefined) | Unknown id → Prisma P2025 thrown → unhandled → 500 | No fields besides id → update with empty data (no-op write),id required else 400 | title/content applied only when truthy; tags applied when defined,Prisma model: Note | @/lib/db,Caller supplies an existing id (no not-found handling),"6 (TC-F-ST-016-1, TC-F-ST-016-2, TC-F-ST-016-3, TC-F-ST-016-4, TC-F-ST-016-5, TC-F-ST-016-6)",Static review — defect(s) open,1,low,src/app/api/notes/route.ts:39 | src/app/api/notes/route.ts:47 | src/app/api/notes/route.ts:48,2026-06-26
